relative_path,original_url,request_query,retrieved_at,data_period,sha256,byte_size,mime_type,publisher,licence_or_terms,coverage_limitations
market-stock/resolver/newbridge.json,https://los.rightmove.co.uk/typeahead?query=Newbridge,GET /typeahead?query=Newbridge; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:41.140381+00:00,Snapshot 2026-09-14,b6a562c2af0eebf560ab895a8e10386d7973fd6e50612831429815f6bf28f97e,2781,application/json,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/search/newbridge-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E18167&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E18167&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:41.490660+00:00,Snapshot 2026-09-14,d9b04390740a74830b08d586d1a021350aaff269d8c43e24f22a0800fbb46ad8,383790,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/search/newbridge-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E18167&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E18167&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:42.406352+00:00,Snapshot 2026-09-14,c05d0d71944517d8c8499236af03787bd82860d4f0afc2694e568c493fc14f30,299608,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/resolver/burford.json,https://los.rightmove.co.uk/typeahead?query=Burford,GET /typeahead?query=Burford; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:43.001440+00:00,Snapshot 2026-09-14,0e421bdf28bee6bf6597b492b6890d7444399399cc545d9b8fa275e56cbc3087,3039,application/json,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/search/burford-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E248&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E248&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:43.329929+00:00,Snapshot 2026-09-14,fe5fc29419ce6d82d5c7bccf0a52e1b90d57d34ac2c7ba00dc5d3947b1de2cec,385003,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/search/burford-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E248&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E248&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:44.351226+00:00,Snapshot 2026-09-14,7f08324181e3cc7c0ae6e28415c746f7cc7b9357e56545fc3b5eb49af62366c0,298216,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/resolver/rye.json,https://los.rightmove.co.uk/typeahead?query=Rye,GET /typeahead?query=Rye; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:44.954589+00:00,Snapshot 2026-09-14,46926d5365e08084c2e4921668b8976d82e135222a0742fb961704135da0bb05,2828,application/json,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Portal place geography is proprietary and may not match the broad comparison geography.
market-stock/search/rye-sale.html,https://www.rightmove.co.uk/property-for-sale/find.html?locationIdentifier=REGION%5E1159&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=,GET /property-for-sale/find.html?locationIdentifier=REGION%5E1159&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=false&dontShow=retirement%2CsharedOwnership&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:45.174300+00:00,Snapshot 2026-09-14,111e10f9da7c5b86b99d36597ff3134206bef7dccb96379cdf3354e381f5a3ee,462847,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/search/rye-rent.html,https://www.rightmove.co.uk/property-to-rent/find.html?locationIdentifier=REGION%5E1159&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=,GET /property-to-rent/find.html?locationIdentifier=REGION%5E1159&minBedrooms=1&maxBedrooms=1&propertyTypes=flat&includeSSTC=true&dontShow=houseShare%2Cretirement&mustHave=&furnishTypes=&keywords=; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:46.203204+00:00,Snapshot 2026-09-14,62c4a469d3dd414e5347033f3a71cebd29acfbcf233c173d759454cae4a1ba1c,294491,text/html,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Headline advertised-result count only; listings are not opened or deduplicated. Sale and rent exclusions differ.
market-stock/resolver/tenby.json,https://los.rightmove.co.uk/typeahead?query=Tenby,GET /typeahead?query=Tenby; User-Agent: Mozilla/5.0 (compatible; UKFlatsResearch/1.0; controlled-light-use-capture),2026-09-14T18:31:46.798645+00:00,Snapshot 2026-09-14,77fd1267b386179b52a0c1d687a2040d509b410512bcb39cb38b2efd8ca8b6de,3350,application/json,Rightmove,Rightmove website terms; controlled light-use capture; no listing pages opened.,Portal place geography is proprietary and may not match the broad comparison geography.
